target_region,source_region,source_unit,source_prize,source_index,transform,axis,lag,window,days,h1_hits,h1_rate,h1_baseline,h1_lift_pp,h1_raw_p,h2_hits,h2_rate,h2_baseline,h2_lift_pp,h2_raw_p,score
MT,MB,MB_BOARD,G2,1,HEAD_SECOND_LAST,D-1,1,90,90,46,0.5111111111111111,0.35200000000000004,15.911111111111104,0.0011434548205146663,4,0.044444444444444446,0.024333333333333342,2.01111111111111,0.18507652341180741,21.32444444444444
MT,MB,MB_BOARD,G2,1,P1P4,D-1,1,90,90,46,0.5111111111111111,0.35200000000000004,15.911111111111104,0.0011434548205146663,4,0.044444444444444446,0.024333333333333342,2.01111111111111,0.18507652341180741,21.32444444444444
MT,MB,MB_BOARD,DB,1,P2P3,D-6,6,60,60,28,0.4666666666666667,0.35566666666666685,11.099999999999982,0.04833423044516731,6,0.1,0.024500000000000015,7.549999999999998,0.00038220622056895774,21.15999999999998
MN,MB,MB_BOARD,G1,1,TAIL_HEAD,W-1,7,60,60,33,0.55,0.4333333333333334,11.666666666666664,0.045188455929291584,6,0.1,0.03150000000000002,6.849999999999998,0.0038123771170171868,20.886666666666663
MN,MB,MB_BOARD,G1,1,P5P1,W-1,7,60,60,33,0.55,0.4333333333333334,11.666666666666664,0.045188455929291584,6,0.1,0.03150000000000002,6.849999999999998,0.0038123771170171868,20.886666666666663
MT,MT,Huế,G1,1,LAST2,D-3,3,180,31,17,0.5483870967741935,0.34967741935483865,19.870967741935488,0.016513479661944885,1,0.03225806451612903,0.02451612903225808,0.7741935483870952,0.6186606007319277,20.8
MT,MT,Huế,G1,1,P4P5,D-3,3,180,31,17,0.5483870967741935,0.34967741935483865,19.870967741935488,0.016513479661944885,1,0.03225806451612903,0.02451612903225808,0.7741935483870952,0.6186606007319277,20.8
MT,MT,Huế,DB,1,P1P4,D-5,5,180,31,16,0.5161290322580645,0.35870967741935483,15.741935483870966,0.05048274993556079,2,0.06451612903225806,0.0238709677419355,4.064516129032256,0.1856022407326722,20.619354838709675
MT,MT,Huế,G1,1,P4P1,D-6,6,180,31,18,0.5806451612903226,0.41645161290322585,16.419354838709676,0.04723375170292458,2,0.06451612903225806,0.03000000000000002,3.4516129032258043,0.27420879791280395,20.56129032258064
MT,MT,Huế,G2,1,LAST2,W-1,7,180,31,15,0.4838709677419355,0.36387096774193545,12.000000000000005,0.11466876454844907,3,0.0967741935483871,0.025483870967741948,7.129032258064514,0.025654087816252957,20.554838709677423
MT,MT,Huế,G2,1,P4P5,W-1,7,180,31,15,0.4838709677419355,0.36387096774193545,12.000000000000005,0.11466876454844907,3,0.0967741935483871,0.025483870967741948,7.129032258064514,0.025654087816252957,20.554838709677423
MT,MT,Huế,G1,1,P4P2,W-1,7,180,31,15,0.4838709677419355,0.36387096774193545,12.000000000000005,0.11466876454844907,3,0.0967741935483871,0.025483870967741948,7.129032258064514,0.025654087816252957,20.554838709677423
MN,MB,MB_BOARD,G2,1,P1P3,D-5,5,60,60,34,0.5666666666666667,0.4333333333333334,13.333333333333325,0.025354281074944807,5,0.08333333333333333,0.03150000000000002,5.183333333333331,0.02685783194756164,20.55333333333332
MT,MB,MB_BOARD,G2,2,P4P3,D-4,4,60,60,30,0.5,0.35566666666666685,14.433333333333314,0.013882797406081473,4,0.06666666666666667,0.024500000000000015,4.216666666666665,0.04501771087494585,20.49333333333331
MN,MN,TP. HCM,G5,1,LAST2,D-6,6,180,52,32,0.6153846153846154,0.42173076923076924,19.365384615384617,0.0036008487996483647,2,0.038461538461538464,0.029615384615384637,0.8846153846153827,0.5130514947603224,20.426923076923075
MN,MN,TP. HCM,G5,1,P3P4,D-6,6,180,52,32,0.6153846153846154,0.42173076923076924,19.365384615384617,0.0036008487996483647,2,0.038461538461538464,0.029615384615384637,0.8846153846153827,0.5130514947603224,20.426923076923075
MT,MB,MB_BOARD,G2,2,P4P3,D-5,5,90,89,44,0.4943820224719101,0.3525842696629214,14.179775280898872,0.0035837380839687863,6,0.06741573033707865,0.024382022471910122,4.303370786516853,0.011050600817268842,20.343820224719096
