tier,target_region,rule_key,source_region,source_unit,source_prize,source_index,transform,family,axis,lag,window,weekday,station_set,days,hit_rate,hit_baseline,hit_lift_pp,db_day_rate,db_day_baseline,db_day_lift_pp,half_stable,score
C,MB,MN:Bình Thuận:G2#2:P3P2,MN,Bình Thuận,G2,2,P3P2,adjacent_pair,D-5,5,180,,Quảng Ninh,12,0.5,0.2392,26.08,0.0833,0.01,7.33,2,45.57
C,MB,MN:Đà Lạt:G2#2:LAST2_REV,MN,Đà Lạt,G2,2,LAST2_REV,tail,W-2,14,180,6,ALL,14,0.4286,0.2393,18.93,0.1429,0.01,13.29,2,45.51
C,MB,MN:Đà Lạt:G2#2:LAST2_REV,MN,Đà Lạt,G2,2,LAST2_REV,tail,W-2,14,180,,Thái Bình,14,0.4286,0.2393,18.93,0.1429,0.01,13.29,2,45.51
C,MB,MN:Đà Lạt:G2#2:P4P3,MN,Đà Lạt,G2,2,P4P3,adjacent_pair,W-2,14,180,6,ALL,14,0.4286,0.2393,18.93,0.1429,0.01,13.29,2,45.51
C,MB,MN:Đà Lạt:G2#2:P4P3,MN,Đà Lạt,G2,2,P4P3,adjacent_pair,W-2,14,180,,Thái Bình,14,0.4286,0.2393,18.93,0.1429,0.01,13.29,2,45.51
A,MT,MN:Cà Mau:G2#1:HEAD_TAIL,MN,Cà Mau,G2,1,HEAD_TAIL,head_tail_cross,D-2,2,180,2,ALL,26,0.5769,0.3,27.69,0.0769,0.02,5.69,2,45.46
A,MT,MN:Cà Mau:G2#1:HEAD_TAIL,MN,Cà Mau,G2,1,HEAD_TAIL,head_tail_cross,D-2,2,180,,Khánh Hòa|Đà Nẵng,26,0.5769,0.3,27.69,0.0769,0.02,5.69,2,45.46
C,MB,MN:TP. HCM:G1#1:P4P3,MN,TP. HCM,G1,1,P4P3,adjacent_pair,D-1,1,180,6,ALL,12,0.5,0.2408,25.92,0.0833,0.01,7.33,2,45.37
C,MB,MN:TP. HCM:G1#1:P4P3,MN,TP. HCM,G1,1,P4P3,adjacent_pair,D-1,1,180,,Thái Bình,12,0.5,0.2408,25.92,0.0833,0.01,7.33,2,45.37
C,MT,MB:MB_BOARD:DB#1:LAST2,MB,MB_BOARD,DB,1,LAST2,tail,D-4,4,180,,Huế|Phú Yên,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MB:MB_BOARD:DB#1:HEAD_SECOND_LAST,MB,MB_BOARD,DB,1,HEAD_SECOND_LAST,head_secondlast_cross,D-2,2,180,,Phú Yên|Thừa Thiên Huế,12,0.5,0.3025,19.75,0.1667,0.02,14.67,2,45.3
C,MT,MB:MB_BOARD:DB#1:P1P3,MB,MB_BOARD,DB,1,P1P3,position_pair,D-4,4,180,,Huế|Phú Yên,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MB:MB_BOARD:DB#1:P1P4,MB,MB_BOARD,DB,1,P1P4,position_pair,D-2,2,180,,Phú Yên|Thừa Thiên Huế,12,0.5,0.3025,19.75,0.1667,0.02,14.67,2,45.3
C,MT,MB:MB_BOARD:DB#1:P2P3,MB,MB_BOARD,DB,1,P2P3,adjacent_pair,D-4,4,180,,Huế|Phú Yên,12,0.5833,0.3025,28.08,0.0833,0.02,6.33,2,45.3
C,MT,MB:MB_BOARD:DB#1:P3P5,MB,MB_BOARD,DB,1,P3P5,position_pair,D-1,1,180,,Phú Yên|Thừa Thiên Huế,12,0.5833,0.3025,28.08,0.0833,0.02,6.33,2,45.3
C,MT,MB:MB_BOARD:DB#1:P4P5,MB,MB_BOARD,DB,1,P4P5,adjacent_pair,D-4,4,180,,Huế|Phú Yên,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MB:MB_BOARD:G1#1:SECOND_HEAD_TAIL,MB,MB_BOARD,G1,1,SECOND_HEAD_TAIL,head_secondlast_cross,D-2,2,180,,Phú Yên|Thừa Thiên Huế,12,0.5833,0.3025,28.08,0.0833,0.02,6.33,2,45.3
C,MT,MB:MB_BOARD:G1#1:P2P5,MB,MB_BOARD,G1,1,P2P5,position_pair,D-2,2,180,,Phú Yên|Thừa Thiên Huế,12,0.5833,0.3025,28.08,0.0833,0.02,6.33,2,45.3
C,MT,MB:MB_BOARD:G1#1:P5P3,MB,MB_BOARD,G1,1,P5P3,position_pair,D-3,3,180,,Phú Yên|Thừa Thiên Huế,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MB:MB_BOARD:G2#1:P4P3,MB,MB_BOARD,G2,1,P4P3,adjacent_pair,D-3,3,180,,Phú Yên|Thừa Thiên Huế,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MB:MB_BOARD:G2#2:FIRST2,MB,MB_BOARD,G2,2,FIRST2,head,D-1,1,180,,Phú Yên|Thừa Thiên Huế,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MB:MB_BOARD:G2#2:TAIL_HEAD,MB,MB_BOARD,G2,2,TAIL_HEAD,head_tail_cross,D-3,3,180,,Phú Yên|Thừa Thiên Huế,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MB:MB_BOARD:G2#2:P1P2,MB,MB_BOARD,G2,2,P1P2,adjacent_pair,D-1,1,180,,Phú Yên|Thừa Thiên Huế,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MB:MB_BOARD:G2#2:P2P4,MB,MB_BOARD,G2,2,P2P4,position_pair,D-2,2,180,,Phú Yên|Thừa Thiên Huế,12,0.5,0.3025,19.75,0.1667,0.02,14.67,2,45.3
C,MT,MB:MB_BOARD:G2#2:P5P1,MB,MB_BOARD,G2,2,P5P1,position_pair,D-3,3,180,,Phú Yên|Thừa Thiên Huế,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MN:Bình Dương:DB#1:TAIL_HEAD,MN,Bình Dương,DB,1,TAIL_HEAD,head_tail_cross,D-3,3,180,,Phú Yên|Thừa Thiên Huế,12,0.5833,0.3025,28.08,0.0833,0.02,6.33,2,45.3
C,MT,MN:Trà Vinh:DB#1:LAST2_REV,MN,Trà Vinh,DB,1,LAST2_REV,tail,D-3,3,180,,Phú Yên|Thừa Thiên Huế,12,0.5833,0.3025,28.08,0.0833,0.02,6.33,2,45.3
C,MT,MN:Hậu Giang:DB#1:TAIL_HEAD,MN,Hậu Giang,DB,1,TAIL_HEAD,head_tail_cross,D-2,2,180,,Phú Yên|Thừa Thiên Huế,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MN:TP. HCM:DB#1:P6P5,MN,TP. HCM,DB,1,P6P5,adjacent_pair,D-4,4,180,2,ALL,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MN:TP. HCM:DB#1:P6P5,MN,TP. HCM,DB,1,P6P5,adjacent_pair,D-4,4,180,,Khánh Hòa|Đà Nẵng,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MN:Kiên Giang:G2#1:FIRST2,MN,Kiên Giang,G2,1,FIRST2,head,D-1,1,180,,Phú Yên|Thừa Thiên Huế,12,0.5,0.3025,19.75,0.1667,0.02,14.67,2,45.3
C,MT,MN:Tiền Giang:G2#1:LAST2_REV,MN,Tiền Giang,G2,1,LAST2_REV,tail,D-1,1,180,,Phú Yên|Thừa Thiên Huế,12,0.4167,0.3025,11.42,0.25,0.02,23.0,2,45.3
C,MT,MN:Cà Mau:G2#1:LAST2,MN,Cà Mau,G2,1,LAST2,tail,W-4,28,180,,Phú Yên|Thừa Thiên Huế,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MN:Cà Mau:G2#1:HEAD_TAIL,MN,Cà Mau,G2,1,HEAD_TAIL,head_tail_cross,W-4,28,180,,Phú Yên|Thừa Thiên Huế,12,0.5,0.3025,19.75,0.1667,0.02,14.67,2,45.3
C,MT,MN:Đồng Tháp:G2#1:LAST2,MN,Đồng Tháp,G2,1,LAST2,tail,W-3,21,180,,Phú Yên|Thừa Thiên Huế,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MT,MN:Đồng Tháp:G2#1:HEAD_TAIL,MN,Đồng Tháp,G2,1,HEAD_TAIL,head_tail_cross,W-2,14,180,,Phú Yên|Thừa Thiên Huế,12,0.5833,0.3025,28.08,0.0833,0.02,6.33,2,45.3
C,MT,MN:Đồng Tháp:G1#1:FIRST2,MN,Đồng Tháp,G1,1,FIRST2,head,W-4,28,180,,Phú Yên|Thừa Thiên Huế,12,0.6667,0.3025,36.42,0.0,0.02,-2.0,2,45.3
C,MB,MN:Bình Thuận:G2#2:LAST2,MN,Bình Thuận,G2,2,LAST2,tail,D-5,5,180,1,ALL,12,0.4167,0.2392,17.75,0.1667,0.01,15.67,1,45.23
C,MB,MN:Bình Thuận:G2#2:LAST2,MN,Bình Thuận,G2,2,LAST2,tail,D-5,5,180,,Quảng Ninh,12,0.4167,0.2392,17.75,0.1667,0.01,15.67,1,45.23
B,MB,MB:MB_BOARD:DB#1:HEAD_SUM_UNIT,MB,MB_BOARD,DB,1,HEAD_SUM_UNIT,digit_sum,D-7,7,180,2,ALL,24,0.5833,0.2383,34.5,0.0,0.01,-1.0,2,45.2
B,MB,MB:MB_BOARD:DB#1:HEAD_SUM_UNIT,MB,MB_BOARD,DB,1,HEAD_SUM_UNIT,digit_sum,D-7,7,180,,Bắc Ninh,24,0.5833,0.2383,34.5,0.0,0.01,-1.0,2,45.2
B,MB,MB:MB_BOARD:DB#1:HEAD_SUM_UNIT,MB,MB_BOARD,DB,1,HEAD_SUM_UNIT,digit_sum,D-7,7,180,2,ALL,24,0.5833,0.2383,34.5,0.0,0.01,-1.0,2,45.2
B,MB,MB:MB_BOARD:DB#1:HEAD_SUM_UNIT,MB,MB_BOARD,DB,1,HEAD_SUM_UNIT,digit_sum,D-7,7,180,,Bắc Ninh,24,0.5833,0.2383,34.5,0.0,0.01,-1.0,2,45.2
A,MB,MN:Bạc Liêu:DB#1:FIRST2_REV,MN,Bạc Liêu,DB,1,FIRST2_REV,head,W-2,14,180,1,ALL,25,0.44,0.2368,20.32,0.12,0.01,11.0,2,45.08
A,MB,MN:Bạc Liêu:DB#1:FIRST2_REV,MN,Bạc Liêu,DB,1,FIRST2_REV,head,W-2,14,180,,Quảng Ninh,25,0.44,0.2368,20.32,0.12,0.01,11.0,2,45.08
C,MT,MN:TP. HCM:G2#2:HEAD_TAIL,MN,TP. HCM,G2,2,HEAD_TAIL,head_tail_cross,D-7,7,180,0,ALL,12,0.6667,0.305,36.17,0.0,0.02,-2.0,2,45.0
C,MT,MN:TP. HCM:G2#2:HEAD_TAIL,MN,TP. HCM,G2,2,HEAD_TAIL,head_tail_cross,D-7,7,180,0,ALL,12,0.6667,0.305,36.17,0.0,0.02,-2.0,2,45.0
C,MT,MN:Tây Ninh:G2#2:TAIL_HEAD,MN,Tây Ninh,G2,2,TAIL_HEAD,head_tail_cross,D-4,4,180,0,ALL,12,0.5,0.305,19.5,0.1667,0.02,14.67,2,45.0
C,MT,MN:Tây Ninh:G2#2:P4P1,MN,Tây Ninh,G2,2,P4P1,position_pair,D-4,4,180,0,ALL,12,0.5,0.305,19.5,0.1667,0.02,14.67,2,45.0
A,MT,MB:MB_BOARD:DB#1:TAIL_HEAD,MB,MB_BOARD,DB,1,TAIL_HEAD,head_tail_cross,D-4,4,180,1,ALL,26,0.5769,0.3042,27.27,0.0769,0.02,5.69,2,44.95
A,MT,MB:MB_BOARD:DB#1:TAIL_HEAD,MB,MB_BOARD,DB,1,TAIL_HEAD,head_tail_cross,D-4,4,180,,Quảng Nam|Đắk Lắk,26,0.5769,0.3042,27.27,0.0769,0.02,5.69,2,44.95
B,MT,MB:MB_BOARD:DB#1:SECOND_HEAD_TAIL,MB,MB_BOARD,DB,1,SECOND_HEAD_TAIL,head_secondlast_cross,D-3,3,180,1,ALL,26,0.6538,0.3042,34.96,0.0,0.02,-2.0,2,44.95
B,MT,MB:MB_BOARD:DB#1:SECOND_HEAD_TAIL,MB,MB_BOARD,DB,1,SECOND_HEAD_TAIL,head_secondlast_cross,D-3,3,180,,Quảng Nam|Đắk Lắk,26,0.6538,0.3042,34.96,0.0,0.02,-2.0,2,44.95
B,MT,MB:MB_BOARD:DB#1:P2P5,MB,MB_BOARD,DB,1,P2P5,position_pair,D-3,3,180,1,ALL,26,0.6538,0.3042,34.96,0.0,0.02,-2.0,2,44.95
B,MT,MB:MB_BOARD:DB#1:P2P5,MB,MB_BOARD,DB,1,P2P5,position_pair,D-3,3,180,,Quảng Nam|Đắk Lắk,26,0.6538,0.3042,34.96,0.0,0.02,-2.0,2,44.95
A,MT,MB:MB_BOARD:DB#1:P5P1,MB,MB_BOARD,DB,1,P5P1,position_pair,D-4,4,180,1,ALL,26,0.5769,0.3042,27.27,0.0769,0.02,5.69,2,44.95
A,MT,MB:MB_BOARD:DB#1:P5P1,MB,MB_BOARD,DB,1,P5P1,position_pair,D-4,4,180,,Quảng Nam|Đắk Lắk,26,0.5769,0.3042,27.27,0.0769,0.02,5.69,2,44.95
A,MT,MB:MB_BOARD:G2#1:SUM_LAST2,MB,MB_BOARD,G2,1,SUM_LAST2,digit_sum,D-4,4,180,1,ALL,26,0.5769,0.3042,27.27,0.0769,0.02,5.69,2,44.95
A,MT,MB:MB_BOARD:G2#1:SUM_LAST2,MB,MB_BOARD,G2,1,SUM_LAST2,digit_sum,D-4,4,180,,Quảng Nam|Đắk Lắk,26,0.5769,0.3042,27.27,0.0769,0.02,5.69,2,44.95
A,MT,MN:Hậu Giang:G2#1:FIRST2,MN,Hậu Giang,G2,1,FIRST2,head,D-3,3,180,1,ALL,26,0.5769,0.3042,27.27,0.0769,0.02,5.69,2,44.95
A,MT,MN:Hậu Giang:G2#1:FIRST2,MN,Hậu Giang,G2,1,FIRST2,head,D-3,3,180,,Quảng Nam|Đắk Lắk,26,0.5769,0.3042,27.27,0.0769,0.02,5.69,2,44.95
B,MT,MB:MB_BOARD:DB#1:SECOND_HEAD_TAIL,MB,MB_BOARD,DB,1,SECOND_HEAD_TAIL,head_secondlast_cross,W-3,21,180,4,ALL,26,0.6154,0.305,31.04,0.0385,0.0192,1.92,2,44.94
B,MT,MB:MB_BOARD:DB#1:SECOND_HEAD_TAIL,MB,MB_BOARD,DB,1,SECOND_HEAD_TAIL,head_secondlast_cross,W-3,21,180,,Gia Lai|Ninh Thuận,26,0.6154,0.305,31.04,0.0385,0.0192,1.92,2,44.94
B,MT,MB:MB_BOARD:DB#1:P2P5,MB,MB_BOARD,DB,1,P2P5,position_pair,W-3,21,180,4,ALL,26,0.6154,0.305,31.04,0.0385,0.0192,1.92,2,44.94
B,MT,MB:MB_BOARD:DB#1:P2P5,MB,MB_BOARD,DB,1,P2P5,position_pair,W-3,21,180,,Gia Lai|Ninh Thuận,26,0.6154,0.305,31.04,0.0385,0.0192,1.92,2,44.94
C,MN,MB:MB_BOARD:G2#2:FIRST2_REV,MB,MB_BOARD,G2,2,FIRST2_REV,head,W-2,14,30,,ALL,30,0.6667,0.4297,23.7,0.1333,0.0317,10.17,2,44.89
C,MN,MB:MB_BOARD:G2#2:P2P1,MB,MB_BOARD,G2,2,P2P1,adjacent_pair,W-2,14,30,,ALL,30,0.6667,0.4297,23.7,0.1333,0.0317,10.17,2,44.89
B,MB,MN:Tây Ninh:G1#1:P3P2,MN,Tây Ninh,G1,1,P3P2,adjacent_pair,D-1,1,180,4,ALL,26,0.5385,0.2427,29.58,0.0385,0.01,2.85,2,44.88
B,MB,MN:Tây Ninh:G1#1:P3P2,MN,Tây Ninh,G1,1,P3P2,adjacent_pair,D-1,1,180,,Hải Phòng,26,0.5385,0.2427,29.58,0.0385,0.01,2.85,2,44.88
C,MT,MB:MB_BOARD:DB#1:P2P4,MB,MB_BOARD,DB,1,P2P4,position_pair,D-3,3,180,,Huế|Khánh Hòa|Kon Tum,15,0.6,0.406,19.4,0.2,0.03,17.0,1,44.85
A,MB,MN:Hậu Giang:G1#1:LAST2,MN,Hậu Giang,G1,1,LAST2,tail,D-5,5,180,3,ALL,25,0.48,0.234,24.6,0.08,0.0096,7.04,2,44.79
A,MB,MN:Hậu Giang:G1#1:LAST2,MN,Hậu Giang,G1,1,LAST2,tail,D-5,5,180,,Hà Nội,25,0.48,0.234,24.6,0.08,0.0096,7.04,2,44.79
C,MB,MN:Bạc Liêu:G2#2:P3P2,MN,Bạc Liêu,G2,2,P3P2,adjacent_pair,D-2,2,180,3,ALL,12,0.5833,0.2325,35.08,0.0,0.0092,-0.92,2,44.78
C,MB,MN:Bạc Liêu:G2#2:P3P2,MN,Bạc Liêu,G2,2,P3P2,adjacent_pair,D-2,2,180,,Hà Nội,12,0.5833,0.2325,35.08,0.0,0.0092,-0.92,2,44.78
C,MB,MN:Bình Dương:G2#2:FIRST2,MN,Bình Dương,G2,2,FIRST2,head,D-3,3,180,0,ALL,12,0.5,0.2458,25.42,0.0833,0.01,7.33,2,44.77
C,MB,MN:Bình Dương:G2#2:FIRST2,MN,Bình Dương,G2,2,FIRST2,head,D-3,3,180,,Hà Nội,12,0.5,0.2458,25.42,0.0833,0.01,7.33,2,44.77
C,MB,MN:Trà Vinh:G2#2:LAST2_REV,MN,Trà Vinh,G2,2,LAST2_REV,tail,D-3,3,180,0,ALL,12,0.5,0.2458,25.42,0.0833,0.01,7.33,2,44.77
C,MB,MN:Trà Vinh:G2#2:LAST2_REV,MN,Trà Vinh,G2,2,LAST2_REV,tail,D-3,3,180,,Hà Nội,12,0.5,0.2458,25.42,0.0833,0.01,7.33,2,44.77
C,MB,MN:Trà Vinh:G2#2:P4P3,MN,Trà Vinh,G2,2,P4P3,adjacent_pair,D-3,3,180,0,ALL,12,0.5,0.2458,25.42,0.0833,0.01,7.33,2,44.77
C,MB,MN:Trà Vinh:G2#2:P4P3,MN,Trà Vinh,G2,2,P4P3,adjacent_pair,D-3,3,180,,Hà Nội,12,0.5,0.2458,25.42,0.0833,0.01,7.33,2,44.77
C,MT,MN:Sóc Trăng:G2#2:LAST2_REV,MN,Sóc Trăng,G2,2,LAST2_REV,tail,D-2,2,180,4,ALL,12,0.5833,0.3092,27.42,0.0833,0.0183,6.5,2,44.67
C,MT,MN:Sóc Trăng:G2#2:LAST2_REV,MN,Sóc Trăng,G2,2,LAST2_REV,tail,D-2,2,180,,Gia Lai|Ninh Thuận,12,0.5833,0.3092,27.42,0.0833,0.0183,6.5,2,44.67
C,MT,MN:Sóc Trăng:G2#2:P4P3,MN,Sóc Trăng,G2,2,P4P3,adjacent_pair,D-2,2,180,4,ALL,12,0.5833,0.3092,27.42,0.0833,0.0183,6.5,2,44.67
C,MT,MN:Sóc Trăng:G2#2:P4P3,MN,Sóc Trăng,G2,2,P4P3,adjacent_pair,D-2,2,180,,Gia Lai|Ninh Thuận,12,0.5833,0.3092,27.42,0.0833,0.0183,6.5,2,44.67
B,MN,MB:MB_BOARD:G1#1:HEAD_SECOND_LAST,MB,MB_BOARD,G1,1,HEAD_SECOND_LAST,head_secondlast_cross,D-3,3,180,5,ALL,25,0.8,0.5128,28.72,0.08,0.0392,4.08,2,44.64
B,MN,MB:MB_BOARD:G1#1:HEAD_SECOND_LAST,MB,MB_BOARD,G1,1,HEAD_SECOND_LAST,head_secondlast_cross,D-3,3,180,,Bình Phước|Hậu Giang|Long An|TP. HCM,25,0.8,0.5128,28.72,0.08,0.0392,4.08,2,44.64
B,MN,MB:MB_BOARD:G1#1:P1P4,MB,MB_BOARD,G1,1,P1P4,position_pair,D-3,3,180,5,ALL,25,0.8,0.5128,28.72,0.08,0.0392,4.08,2,44.64
B,MN,MB:MB_BOARD:G1#1:P1P4,MB,MB_BOARD,G1,1,P1P4,position_pair,D-3,3,180,,Bình Phước|Hậu Giang|Long An|TP. HCM,25,0.8,0.5128,28.72,0.08,0.0392,4.08,2,44.64
C,MT,MN:Đà Lạt:G2#2:TAIL_HEAD,MN,Đà Lạt,G2,2,TAIL_HEAD,head_tail_cross,D-1,1,180,0,ALL,12,0.6667,0.3083,35.83,0.0,0.02,-2.0,2,44.6
C,MT,MN:Đà Lạt:G2#2:P4P1,MN,Đà Lạt,G2,2,P4P1,position_pair,D-1,1,180,0,ALL,12,0.6667,0.3083,35.83,0.0,0.02,-2.0,2,44.6
B,MT,MB:MB_BOARD:DB#1:SUM_UNIT_TAIL,MB,MB_BOARD,DB,1,SUM_UNIT_TAIL,digit_sum,D-5,5,180,0,ALL,24,0.5,0.3021,19.79,0.1667,0.02,14.67,1,44.55
C,MB,MT:Đà Nẵng:DB#1:P6P3,MT,Đà Nẵng,DB,1,P6P3,position_pair,D-1,1,180,3,ALL,12,0.5833,0.2342,34.92,0.0,0.01,-1.0,2,44.5
C,MB,MT:Đà Nẵng:DB#1:P6P3,MT,Đà Nẵng,DB,1,P6P3,position_pair,D-1,1,180,,Hà Nội,12,0.5833,0.2342,34.92,0.0,0.01,-1.0,2,44.5
C,MN,MT:Gia Lai:G2#2:LAST2,MT,Gia Lai,G2,2,LAST2,tail,W-4,28,180,4,ALL,19,0.6842,0.4242,26.0,0.1053,0.03,7.53,2,44.43
C,MN,MT:Gia Lai:G2#2:LAST2,MT,Gia Lai,G2,2,LAST2,tail,W-4,28,180,,Bình Dương|Trà Vinh|Vĩnh Long,19,0.6842,0.4242,26.0,0.1053,0.03,7.53,2,44.43
B,MN,MT:Quảng Trị:G2#1:LAST2,MT,Quảng Trị,G2,1,LAST2,tail,D-5,5,180,1,ALL,26,0.6923,0.4115,28.08,0.0769,0.03,4.69,2,44.41
B,MN,MT:Quảng Trị:G2#1:LAST2,MT,Quảng Trị,G2,1,LAST2,tail,D-5,5,180,,Bạc Liêu|Bến Tre|Vũng Tàu,26,0.6923,0.4115,28.08,0.0769,0.03,4.69,2,44.41
C,MN,MT:Quảng Trị:G2#2:FIRST2,MT,Quảng Trị,G2,2,FIRST2,head,W-2,14,180,3,ALL,16,0.5625,0.4206,14.19,0.25,0.03,22.0,1,44.36
C,MN,MT:Quảng Trị:G2#2:FIRST2,MT,Quảng Trị,G2,2,FIRST2,head,W-2,14,180,,An Giang|Bình Thuận|Tây Ninh,16,0.5625,0.4206,14.19,0.25,0.03,22.0,1,44.36
C,MB,MT:Quảng Trị:G2#2:HEAD_TAIL,MT,Quảng Trị,G2,2,HEAD_TAIL,head_tail_cross,W-3,21,180,3,ALL,16,0.5,0.2306,26.94,0.0625,0.0094,5.31,2,44.3
C,MB,MT:Quảng Trị:G2#2:HEAD_TAIL,MT,Quảng Trị,G2,2,HEAD_TAIL,head_tail_cross,W-3,21,180,,Hà Nội,16,0.5,0.2306,26.94,0.0625,0.0094,5.31,2,44.3
C,MT,MN:Trà Vinh:G2#2:TAIL_HEAD,MN,Trà Vinh,G2,2,TAIL_HEAD,head_tail_cross,W-4,28,180,4,ALL,17,0.4706,0.3071,16.35,0.1765,0.0188,15.76,2,44.19
C,MT,MN:Trà Vinh:G2#2:TAIL_HEAD,MN,Trà Vinh,G2,2,TAIL_HEAD,head_tail_cross,W-4,28,180,,Gia Lai|Ninh Thuận,17,0.4706,0.3071,16.35,0.1765,0.0188,15.76,2,44.19
C,MT,MN:Trà Vinh:G2#2:P4P1,MN,Trà Vinh,G2,2,P4P1,position_pair,W-4,28,180,4,ALL,17,0.4706,0.3071,16.35,0.1765,0.0188,15.76,2,44.19
C,MT,MN:Trà Vinh:G2#2:P4P1,MN,Trà Vinh,G2,2,P4P1,position_pair,W-4,28,180,,Gia Lai|Ninh Thuận,17,0.4706,0.3071,16.35,0.1765,0.0188,15.76,2,44.19
C,MN,MT:Huế:G2#1:FIRST2_REV,MT,Huế,G2,1,FIRST2_REV,head,D-1,1,180,1,ALL,14,0.6429,0.4164,22.64,0.1429,0.03,11.29,2,44.16
C,MN,MT:Huế:G2#1:FIRST2_REV,MT,Huế,G2,1,FIRST2_REV,head,D-1,1,180,,Bạc Liêu|Bến Tre|Vũng Tàu,14,0.6429,0.4164,22.64,0.1429,0.03,11.29,2,44.16
C,MN,MT:Đắk Lắk:G2#2:HEAD_TAIL,MT,Đắk Lắk,G2,2,HEAD_TAIL,head_tail_cross,D-1,1,180,2,ALL,14,0.6429,0.4179,22.5,0.1429,0.0293,11.36,2,44.06
C,MN,MT:Đắk Lắk:G2#2:HEAD_TAIL,MT,Đắk Lắk,G2,2,HEAD_TAIL,head_tail_cross,D-1,1,180,,Cần Thơ|Sóc Trăng|Đồng Nai,14,0.6429,0.4179,22.5,0.1429,0.0293,11.36,2,44.06
A,MB,MN:Vĩnh Long:G1#1:LAST2,MN,Vĩnh Long,G1,1,LAST2,tail,D-5,5,180,2,ALL,25,0.48,0.2388,24.12,0.08,0.01,7.0,2,44.04
A,MB,MN:Vĩnh Long:G1#1:LAST2,MN,Vĩnh Long,G1,1,LAST2,tail,D-5,5,180,,Bắc Ninh,25,0.48,0.2388,24.12,0.08,0.01,7.0,2,44.04
C,MN,MT:Bình Định:G2#2:P3P2,MT,Bình Định,G2,2,P3P2,adjacent_pair,W-4,28,180,3,ALL,18,0.6667,0.415,25.17,0.1111,0.03,8.11,2,43.99
C,MN,MT:Bình Định:G2#2:P3P2,MT,Bình Định,G2,2,P3P2,adjacent_pair,W-4,28,180,,An Giang|Bình Thuận|Tây Ninh,18,0.6667,0.415,25.17,0.1111,0.03,8.11,2,43.99
C,MB,MN:Cần Thơ:G2#2:HEAD_TAIL,MN,Cần Thơ,G2,2,HEAD_TAIL,head_tail_cross,W-3,21,180,2,ALL,14,0.5,0.2407,25.93,0.0714,0.01,6.14,2,43.91
C,MB,MN:Cần Thơ:G2#2:HEAD_TAIL,MN,Cần Thơ,G2,2,HEAD_TAIL,head_tail_cross,W-3,21,180,,Bắc Ninh,14,0.5,0.2407,25.93,0.0714,0.01,6.14,2,43.91
A,MB,MB:MB_BOARD:DB#1:SUM_UNIT_HEAD,MB,MB_BOARD,DB,1,SUM_UNIT_HEAD,digit_sum,D-7,7,180,6,ALL,25,0.48,0.24,24.0,0.08,0.01,7.0,2,43.9
A,MB,MB:MB_BOARD:DB#1:SUM_UNIT_HEAD,MB,MB_BOARD,DB,1,SUM_UNIT_HEAD,digit_sum,D-7,7,180,,Thái Bình,25,0.48,0.24,24.0,0.08,0.01,7.0,2,43.9
A,MB,MB:MB_BOARD:DB#1:SUM_UNIT_HEAD,MB,MB_BOARD,DB,1,SUM_UNIT_HEAD,digit_sum,D-7,7,180,6,ALL,25,0.48,0.24,24.0,0.08,0.01,7.0,2,43.9
A,MB,MB:MB_BOARD:DB#1:SUM_UNIT_HEAD,MB,MB_BOARD,DB,1,SUM_UNIT_HEAD,digit_sum,D-7,7,180,,Thái Bình,25,0.48,0.24,24.0,0.08,0.01,7.0,2,43.9
C,MB,MT:Đà Nẵng:DB#1:P6P3,MT,Đà Nẵng,DB,1,P6P3,position_pair,D-7,7,180,2,ALL,12,0.5833,0.2392,34.42,0.0,0.01,-1.0,2,43.9
C,MB,MT:Đà Nẵng:DB#1:P6P3,MT,Đà Nẵng,DB,1,P6P3,position_pair,D-7,7,180,,Bắc Ninh,12,0.5833,0.2392,34.42,0.0,0.01,-1.0,2,43.9
C,MB,MT:Đà Nẵng:DB#1:P6P3,MT,Đà Nẵng,DB,1,P6P3,position_pair,D-7,7,180,2,ALL,12,0.5833,0.2392,34.42,0.0,0.01,-1.0,2,43.9
C,MB,MT:Đà Nẵng:DB#1:P6P3,MT,Đà Nẵng,DB,1,P6P3,position_pair,D-7,7,180,,Bắc Ninh,12,0.5833,0.2392,34.42,0.0,0.01,-1.0,2,43.9
